,director_name,genres,actor_1_name,movie_title,imdb_score,plot_keywords,plot_keywords_vector,movie_id
3409,John Carney,Drama|Music,James Corden,Begin Again ,7.4,manhattan new york city|new york city|record label|singer|song,,
3410,David Jacobson,Drama|Romance|Thriller,Hunter Parrish,Down in the Valley ,6.5,beach|cowboy|cowboy hat|neo western|valley,,
3411,Michael Corrente,Crime|Drama,Jerry Ferrara,Brooklyn Rules ,6.4,1980s|friend|friendship|loyalty|mafia,,
3412,Edward Hall,Drama|Romance,Rufus Sewell,Restless ,7.2,espionage|motel|mother son relationship|murder disguised as suicide|shot in the head,,
3413,Keith Gordon,Comedy|Crime|Musical|Mystery,Robert Downey Jr.,The Singing Detective ,5.6,detective|detective novel|fantasy sequence|hallucination|writer,,
3414,David Leland,Drama|Romance|War,Anna Friel,The Land Girls ,6.3,dorset|farm|friend|love|women's land army,,
3415,Andrew Currie,Comedy|Drama|Horror|Sci-Fi,Alexia Fast,Fido ,6.8,decapitation|neighbor|neighborhood|next door neighbor|zombie,,
3416,Andrew Wilson,Comedy|Drama|Romance,Will Ferrell,The Wendell Baker Story ,5.5,directorial debut|fantasy sequence|nurse|old age home|prison,,
3417,Jonathan Lynn,Action|Comedy|Crime,Rupert Grint,Wild Target ,6.9,apprentice|assassin|hitman|kleptomaniac|thief,,
3418,Marc Schölermann,Crime|Horror|Thriller,John de Lancie,Pathology ,6.0,corpse|dark humor|medical school|murder|pathology,,
3420,Robert Moresco,Crime|Drama|Thriller,Brian Dennehy,10th & Wolf ,6.4,desert storm|fbi|fbi agent|fragmentation grenade|woman kills attacker,,
3421,Thomas Vinterberg,Comedy|Crime|Drama|Romance,Michael Angarano,Dear Wendy ,6.6,gang|gun|loner|love|outcast,,
3423,Katsuhiro Ôtomo,Action|Animation|Sci-Fi,Mitsuo Iwata,Akira ,8.1,based on manga|biker gang|gifted child|post thermonuclear war|science runs amok,,
3424,John Herzfeld,Action|Crime|Thriller,Paul Walker,The Death and Life of Bobby Z ,5.9,drug lord|on the run|prison|vegan|vegetarian,,
3425,Charles Binamé,Biography|Drama|Sport,Stephen McHattie,The Rocket: The Legend of Rocket Richard ,7.7,fan|french canadian|hockey|hockey player|machinist,,
3426,Keith Parmer,Action|Crime|Drama|Thriller,Rachel Ann Mullins,Swelter ,4.6,police officer killed|police officer shot in the chest|police officer shot in the forehead|police officer shot in the head|police shootout,,
3428,Ol Parker,Comedy|Drama|Romance,Celia Imrie,Imagine Me & You ,6.9,florist|friend|friendship|lesbian|love,,
3430,François Ozon,Crime|Drama|Mystery|Thriller,Charlotte Rampling,Swimming Pool ,6.8,luberon|mystery writer|night|publisher|swimming,,
3431,James Nunn,Action|Drama,Spencer Wilding,Green Street 3: Never Back Down ,5.4,bare breasts|firm|hooliganism|training|west ham supporter,,
3432,David Webb Peoples,Action|Sci-Fi|Sport,Delroy Lindo,The Blood of Heroes ,6.5,battle|blood splatter|combat|game|showdown,,
3433,Michael Winnick,Action,Scott Takeda,Code of Honor ,4.2,gun|mayor|nightclub|police|vigilantism,,
3434,Bruce Beresford,Comedy|Drama|Family,Morgan Freeman,Driving Miss Daisy ,7.4,1950s|african american|jewish|old age|widow,,
3435,George Tillman Jr.,Comedy|Drama,Vanessa Williams,Soul Food ,6.9,1990s|family relationships|food in title|sister|unity,,
3436,Stanley Tong,Action|Comedy,Françoise Yip,Rumble in the Bronx ,6.7,fight|gang|greed|street gang|wedding,,
3437,David Oelhoffen,Drama|War|Western,Viggo Mortensen,Far from Men ,7.3,algerian war|based on short story|hostage|teacher|title at the end,,
3438,Jason Reitman,Comedy|Drama,J.K. Simmons,Thank You for Smoking ,7.6,cigarette smoking|lobbyist|political satire|reporter|tobacco industry,,
3439,Eli Roth,Horror,Jay Hernandez,Hostel: Part II ,5.4,american|hostel|slovakia|torture|train,,
3440,Lone Scherfig,Drama,Dominic Cooper,An Education ,7.3,1960s|age difference|france|loss of virginity|oxford,,
3441,Anand Tucker,Drama|Romance,Frances Conroy,Shopgirl ,6.4,artist|depression|gloves|photography|slacker,,
3442,Tony Richardson,Comedy|Drama|Romance,Joely Richardson,The Hotel New Hampshire ,6.0,football|hotel|teenage girl|terrorist|wien,,
3443,Joe Carnahan,Crime|Drama|Mystery|Thriller,Jason Patric,Narc ,7.2,blood splatter|cover up|murder|police shootout|undercover,,
3444,Paul Gross,Comedy|Drama|Romance|Sport,Molly Parker,Men with Brooms ,6.0,championship|coach|curling|marriage|rural setting,,
3445,Charles Robert Carner,Comedy|Crime,Ivana Milicevic,Witless Protection ,3.1,fbi|polo|possum|sheriff|shotgun,,
3446,Russell Holt,Drama|Romance,Eric Johnson,The Work and the Glory ,6.9,1830s|baptism|intolerance|mormon church|sibling rivalry,,
3447,Mike Judge,Comedy|Crime|Romance,J.K. Simmons,Extract ,6.2,freak accident|gigolo|hit in the crotch|nosy neighbor|on the job injury,,
3448,Larry Charles,Comedy|Drama|Music,Jeff Bridges,Masked and Anonymous ,5.5,concert|jail|journalist|revolution|singer,,
3449,Claude Miller,Comedy|Crime|Drama|Romance|Thriller,Sandrine Kiberlain,Alias Betty ,6.9,child|criminal|death|depression|novelist,,
3450,Michael Winterbottom,Drama|Romance|Sci-Fi|Thriller,Samantha Morton,Code 46 ,6.3,genetics|i.d.|love|sphinx|totalitarian,,
3452,Paul Haggis,Crime|Drama|Thriller,Don Cheadle,Crash ,7.9,race relations|racism|racist|social problem|stereotype,,
3453,Rodrigo García,Drama,Mia Wasikowska,Albert Nobbs ,6.7,19th century|hotel|painter|waiter|woman pretending to be a man,,
3454,Jeta Amata,Action|Crime|Drama|Thriller,Akon,Black November ,5.6,color in title|number in title|two word title,,
3455,Siddharth Anand,Comedy|Family|Romance,Saif Ali Khan,Ta Ra Rum Pum ,5.4,comeback|family relationships|marriage|new york|racer,,
3456,Vincent Paronnaud,Animation|Biography|Drama|War,Catherine Deneuve,Persepolis ,8.0,dream|girl|iran|islamic revolution|revolution,,
3457,Joe Dante,Adventure|Fantasy|Thriller,Bruce Dern,The Hole ,5.7,basement|family relationships|hole|no opening credits|slow motion scene,,
3458,Dennis Gansel,Drama|Thriller,Max Riemelt,The Wave ,7.6,autocracy|based on real events|dictatorship|germany|teacher,,
3459,Nicolas Winding Refn,Horror|Thriller,Keanu Reeves,The Neon Demon ,7.0,beauty|cannibalism|fashion|lesbian|model,,
3460,Daniel Barber,Action|Crime|Drama|Thriller,Joseph Gilgun,Harry Brown ,7.2,bayonet|death|police|self defense|widower,,
3461,Sam Raimi,Action|Adventure|Romance,J.K. Simmons,Spider-Man 3 ,6.2,sandman|spider man|symbiote|venom|villain,,
3462,Robert Marcarelli,Action|Adventure|Fantasy|Sci-Fi|Thriller,George Coe,The Omega Code ,3.5,code|evil|false accusation|megalomaniac|torah,,
3463,Jason Reitman,Comedy|Drama|Romance,J.K. Simmons,Juno ,7.5,adoption|baby|friend|pregnancy|school,,
3464,Ernie Barbarash,Action|Thriller,Darren Shahlavi,Pound of Flesh ,5.1,fighting|hand to hand combat|jujitsu|kickboxing|organ,,
3465,Guy Hamilton,Action|Adventure|Thriller,Desmond Llewelyn,Diamonds Are Forever ,6.7,cat|diamond|ford mustang|james bond 007|yanked off bikini top,,
3466,Francis Ford Coppola,Crime|Drama,Al Pacino,The Godfather ,9.2,crime family|mafia|organized crime|patriarch|rise to power,,
3467,Adrian Lyne,Drama|Music|Romance,Michael Nouri,Flashdance ,6.1,ballet school|dance|dancer|overalls|steel worker,,
3468,Marc Webb,Comedy|Drama|Romance,Joseph Gordon-Levitt,500 Days of Summer ,7.7,friend|greeting card|office|summer|true love,,
3469,Jane Campion,Drama|Music|Romance,Holly Hunter,The Piano ,7.6,adultery|daughter|male rear nudity|new zealand|piano,,
3470,Steven Soderbergh,Comedy|Drama,Channing Tatum,Magic Mike ,6.1,bank|male nudity|male objectification|male stripper|stripper,,
3471,Jonathan Liebesman,Horror|Mystery|Thriller,Sullivan Stapleton,Darkness Falls ,4.9,boy|darkness|light|tooth|tooth fairy,,
3472,Guy Hamilton,Action|Adventure|Thriller,Yaphet Kotto,Live and Let Die ,6.8,british|cards|heroin|murder|tarot card,,
3473,Jay Russell,Drama|Family|Sport,Clint Howard,My Dog Skip ,7.0,1940s|dog|mississippi|puppy|veteran,,
3474,Adam Brooks,Comedy|Drama|Romance,Ryan Reynolds,"Definitely, Maybe ",7.2,college|daughter|girl|sex|wisconsin,,
3475,Salim Akil,Comedy|Drama,Gary Dourdan,Jumping the Broom ,5.7,martha's vineyard|mother|older woman younger man relationship|wedding|weekend,,
3476,Baz Luhrmann,Drama|Romance,Leonardo DiCaprio,The Great Gatsby ,7.3,ingratitude|mansion|party|title appears in writing|tragedy,,
3477,George Clooney,Biography|Drama|History,Robert Downey Jr.,"Good Night, and Good Luck. ",7.5,cbs|expose|fear|paranoia|reporter,,
3478,Bennett Miller,Biography|Crime|Drama,Philip Seymour Hoffman,Capote ,7.4,book|holcomb kansas|kansas|killer|truman capote,,
3479,Robert Rodriguez,Action|Crime|Thriller,Quentin Tarantino,Desperado ,7.2,crushed by a car|female frontal nudity|female nudity|female rear nudity|one against many,,
3480,Michael Winterbottom,Drama|Romance|Western,Milla Jovovich,The Claim ,6.5,gold|gold mine|miner|railroad|surveyor,,
3482,Michael Anderson,Action|Adventure|Sci-Fi,Farrah Fawcett,Logan's Run ,6.8,cat|computer|cult film|runner|sanctuary,,
3483,Guy Hamilton,Action|Adventure|Thriller,Christopher Lee,The Man with the Golden Gun ,6.8,assassin|bikini|girl in a bikini|mission|secret agent,,
3484,Craig R. Baxley,Action|Comedy|Crime|Thriller,Bill Duke,Action Jackson ,5.2,murder|power|psychotronic|tough cop|union,,
3485,Neil Marshall,Adventure|Horror|Thriller,MyAnna Buring,The Descent ,7.2,cave|expedition|friendship between women|group of friends|survival horror,,
3486,Don Kempf,Documentary|Sport,Bill Murray,Michael Jordan to the Max ,7.5,basketball|basketball player|character name in title|chicago bulls|imax,,
3487,Matt Bettinelli-Olpin,Horror|Mystery,Zach Gilford,Devil's Due ,4.0,eiffel tower at night|honeymoon|implied insemination|party|taxi driver,,
3488,David O. Russell,Comedy,Lily Tomlin,Flirting with Disaster ,6.8,adoption|armpit fetish|mistaken identity|new mexico|overalls,,
3489,Rob Zombie,Crime|Horror,Sid Haig,The Devil's Rejects ,6.9,escape|police|road trip|sheriff|texas,,
3491,Rick Famuyiwa,Comedy|Crime|Drama,Kimberly Elise,Dope ,7.3,african american|geek|hip hop|party|tomboy,,
3492,Michael Rymer,Crime|Drama|Thriller,LL Cool J,In Too Deep ,6.1,cunnilingus|oral sex|police|sex scene|undercover,,
3493,Sam Mendes,Action|Adventure|Thriller,Albert Finney,Skyfall ,7.8,brawl|childhood home|computer cracker|intelligence agency|terrorist cell,,
3494,Rob Zombie,Horror,Sid Haig,House of 1000 Corpses ,6.0,actor playing multiple roles|axe|dark comedy|masked man|sadism,,
3495,Sharron Miller,Horror,Bernard Fox,Alien Zone ,4.1,affair|child murderer|mortician|strangulation|supernatural power,,
3496,Ethan Coen,Comedy|Drama,Michael Stuhlbarg,A Serious Man ,7.0,bar mitzvah|jewish|marital breakup|nose job|rabbi,,
3497,Aaron Schneider,Drama|Mystery,Bill Murray,Get Low ,7.1,funeral|funeral home|hermit|party|secret,,
3498,Steve Miner,Action|Fantasy|Horror|Thriller,Julian Sands,Warlock ,6.2,17th century|book|death|warlock|witch hunter,,
3499,Gina Prince-Bythewood,Drama|Music,Minnie Driver,Beyond the Lights ,6.9,domestic abuse|public humiliation|sex symbol|singer|suicide attempt,,
3500,Tom Ford,Drama|Romance,Colin Firth,A Single Man ,7.6,car accident|male full back nudity|practicing a suicide|public nudity|suicide contemplation,,
3501,Martin Scorsese,Drama,Irvin Kershner,The Last Temptation of Christ ,7.6,carpenter|exorcism|faith|reference to jesus christ|temptation,,
3502,Michael Corrente,Comedy|Drama|Romance,Jonathan Brandis,Outside Providence ,6.4,class|cornwall connecticut|dog|friend|pawtucket rhode island,,
3503,Gurinder Chadha,Comedy|Drama|Musical|Romance,Indira Varma,Bride & Prejudice ,6.2,bollywood|india|jane austen|london england|travel,,
3504,Phillip Noyce,Adventure|Biography|Drama|History,Roy Billing,Rabbit-Proof Fence ,7.5,aborigine|based on true story|colonialism|fence|half caste,,
3505,Don Michael Paul,Comedy|Sport,Jeffrey Jones,Who's Your Caddy? ,2.0,2000s|golf caddy|golf course|golfer|question mark in title,,
3506,Tony Maylam,Action|Crime|Horror|Sci-Fi|Thriller,Michael J. Pollard,Split Second ,6.2,appearing from water|breasts|creature|partner|water,,
3508,Mitch Davis,Adventure|Biography|Drama,Anne Hathaway,The Other Side of Heaven ,6.5,1950s|idaho|love|missionary|mormon,,
3510,Yash Chopra,Drama|Musical|Romance,Shah Rukh Khan,Veer-Zaara ,7.9,fair|pakistan|prison|rescue|stranded,,
3511,David Mamet,Drama|Sport,Alice Braga,Redbelt ,6.8,bar|debt|fight|instructor|jujitsu,,
3512,Jay Duplass,Comedy|Drama|Romance,Matt Walsh,Cyrus ,6.3,21 year old|forename as title|musician|party|rearview mirror,,
3513,Kevin Brodie,Drama|Family,Bruce McGill,A Dog of Flanders ,6.3,artist|box office flop|dog|drawing|flanders,,
3514,Paul Schrader,Biography|Crime|Drama,Ed Begley Jr.,Auto Focus ,6.6,friendship|photography|radio|sex addict|video,,
3515,George Hickenlooper,Biography|Drama,Hayden Christensen,Factory Girl ,6.4,andy warhol|female nudity|public nudity|singer|socialite,,
3516,Lynne Ramsay,Drama|Thriller,Ezra Miller,We Need to Talk About Kevin ,7.5,archery|defiance|mental illness|psychopath|toilet training,,
3517,John Stephenson,Drama|Family,Samantha Barks,The Christmas Candle ,5.8,angel|candle|christmas|miracle|village,,
3518,Tim Chambers,Drama|Sport,Ellen Burstyn,The Mighty Macs ,6.5,basketball|catholic|coach|college|nun,,
3519,Curtis Hanson,Comedy|Drama|Family,Tom Cruise,Losin' It ,4.8,apostrophe in title|bare breasts|friendship between men|teen sex comedy|two word title,,
3520,Rodrigo García,Drama|Romance,Naomi Watts,Mother and Child ,7.2,adoption|baby|girl|lawyer|sex,,
3521,Dick Richards,Adventure|Drama|Romance|War,Catherine Deneuve,March or Die ,6.3,arab|bare chested male|foreign legion|french foreign legion|morocco,,
3522,Jean-Marie Poiré,Comedy|Fantasy|Sci-Fi,Christian Clavier,Les visiteurs ,7.0,distant past|future time travel|nobleman|squire|trapped in the past,,
3523,Sofia Coppola,Comedy|Drama,Nathalie Fay,Somewhere ,6.3,actor|boredom|luxury hotel|party|trip,,
3524,Bob Gosse,Comedy,Geoff Stults,I Hope They Serve Beer in Hell ,5.3,bachelor party|bare butt|loud sex|sex standing up|topless female nudity,,
3525,Alex Zamm,Comedy,Taylor Negron,Chairman of the Board ,2.3,box office flop|company|invention|roommate|surfer,,
3526,Spencer Susser,Drama,Joseph Gordon-Levitt,Hesher ,7.1,bully|car|car accident|fire|vomiting,,
3527,Richard Shepard,Comedy|Crime|Drama,Richard E. Grant,Dom Hemingway ,6.2,male frontal nudity|male nudity|male rear nudity|nudity|sex scene,,
3528,Gus Van Sant,Adventure|Drama|Mystery,Matt Damon,Gerry ,6.2,desert|friend|friendship|minimal dialogue|water,,
3529,Thaddeus O'Sullivan,Drama|Romance,Olivia Williams,The Heart of Me ,6.7,1930s|car accident|hospital|marital rape|painter,,
3530,Peter Sollett,Biography|Drama|Romance,Steve Carell,Freeheld ,6.5,cancer|gay bar|lesbian kiss|partner|public hearing,,
3531,Shari Springer Berman,Comedy,Lynn Cohen,The Extra Man ,5.9,co worker|escort|magazine|teacher|writer,,
3532,Aleksey German,Drama|Sci-Fi,Leonid Yarmolnik,Hard to Be a God ,6.7,fictional war|hanging|male full frontal nudity|medieval times|nudity,,
3533,Stephen Milburn Anderson,Comedy|Crime|Thriller,Chris Hemsworth,Ca$h ,6.0,cash|financial problem|heist|land rover|mortgage,,
3534,Richard E. Grant,Drama,Emily Watson,Wah-Wah ,6.9,alcoholic|alcoholic father|stepmother|swaziland|unfaithful wife,,
3535,Troy Duffy,Action|Crime|Thriller,Norman Reedus,The Boondock Saints ,7.9,fbi|fbi agent|friend|irish|mafia,,
3537,Francis Ford Coppola,Comedy|Fantasy|Horror|Mystery,Alden Ehrenreich,Twixt ,4.8,ghost|hotel|murder|stake|what happened to epilogue,,
3538,Vladlen Barbe,Adventure|Animation|Family,Erin Fitzgerald,Snow Queen ,5.3,3d,,
3539,Richard Rich,Action|Adventure|Animation|Comedy|Drama|Family|Fantasy|Thriller,Debi Derryberry,Alpha and Omega 4: The Legend of the Saw Toothed Cave ,6.0,blindness|cave|spirit|wolf|wolf cub,,
3540,Clint Eastwood,Western,Clint Eastwood,Pale Rider ,7.3,gold|miner|preacher|prospector|sheriff,,
3541,Robert C. Cooper,Action|Adventure|Drama|Fantasy|Sci-Fi,Ben Browder,Stargate: The Ark of Truth ,7.4,2000s|evil god|space opera|stargate|wormhole,,
3542,Richard Linklater,Comedy,Milla Jovovich,Dazed and Confused ,7.7,football|hazing|high school|last day of school|pledge,,
3543,Kenny Ortega,Comedy|Drama|Family|Music|Musical|Romance,Lucas Grabeel,High School Musical 2 ,4.8,2000s|basketball|country club|lifeguard|talent show,,
3545,Jackie Earle Haley,Crime|Drama|Thriller,Rex Baker,Criminal Activities ,5.8,african american gangster|falling to death|in over one's head|murder|surveillance,,
3546,Max Färberböck,Biography|Drama|Romance|War,Heike Makatsch,Aimee & Jaguar ,7.3,lesbian mother|lesbian parent|lesbian relationship|lesbian romance|lesbianism,,
3547,Arie Posin,Comedy|Drama,Rory Culkin,The Chumscrubber ,7.0,chumscrubber|death|friend|pills|school,,
3548,Damian Nieman,Crime|Thriller,Glenn Plummer,Shade ,6.4,bar|strip club|stripper|texas hold 'em|thong,,
3549,Mark Tonderai,Drama|Horror|Thriller,Jennifer Lawrence,House at the End of the Street ,5.6,brother sister relationship|death of sister|female protagonist|mother daughter relationship|murder,,
3550,Denis Villeneuve,Drama|Mystery|War,Lubna Azabal,Incendies ,8.2,brother sister relationship|family relationships|middle east|mother son relationship|twin brother and sister,,
3551,Gabriele Muccino,Comedy|Drama|Romance,Laura Morante,"Remember Me, My Love ",6.5,box office hit|dancer|sex scene|television|underage sex,,
3552,Ian Fitzgibbon,Action|Comedy|Crime|Drama|Romance|Thriller,Jim Broadbent,Perrier's Bounty ,6.4,burglary|estranged father|money|neighbor|thug,,
3553,José Padilha,Action|Crime|Drama|Thriller,Wagner Moura,Elite Squad ,8.1,brazil|military police|police|rio de janeiro brazil|slum,,
3554,John R. Leonetti,Horror|Mystery,Alfre Woodard,Annabelle ,5.4,horror movie prequel|murder|paranormal activity|self sacrifice|suicide,,
3555,Rachel Perkins,Comedy|Drama|Musical,Deborah Mailman,Bran Nue Dae ,6.3,australia|journey|love|priest|traveling,,
3556,John Singleton,Crime|Drama,John Cothran,Boyz n the Hood ,7.8,drugs|escape|football|friend|violence,,
3557,Luis Valdez,Biography|Drama|Music,Esai Morales,La Bamba ,6.8,crash|hispanic|interracial relationship|interracial romance|racism,,
3558,Alan Alda,Comedy|Drama,Rita Moreno,The Four Seasons ,7.2,directed by star|friendship|reference to isaac newton|skinny dipping|written and directed by cast member,,
3559,Brian De Palma,Mystery|Romance|Thriller,Angie Dickinson,Dressed to Kill ,7.1,apartment|elevator|murder|psychiatrist|sunglasses,,
3560,Stephen Sommers,Adventure|Comedy|Drama|Family,Curtis Armstrong,The Adventures of Huck Finn ,6.2,boy|lesson|mississippi river|river|slave,,
3561,Doug Liman,Comedy|Crime,Sarah Polley,Go ,7.3,drug deal|drugs|sex|sex on stairs|strip club,,
3562,Nicole Holofcener,Comedy|Drama|Romance,Greg Germann,Friends with Money ,5.9,friend|friendship|marital problem|money problems|nervous breakdown,,
3563,Robert Wise,Sci-Fi|Thriller,David Wayne,The Andromeda Strain ,7.2,alien|baby|new mexico|satellite|scientist,,
3564,Louis Morneau,Horror|Sci-Fi|Thriller,Leon,Bats ,3.6,animal attack|bat|creature feature|experiment|mad scientist,,
3565,Caroline Link,Biography|Drama,Merab Ninidze,Nowhere in Africa ,7.7,breasts|farm|jew|kenya|tween girl,,
3566,Steve McQueen,Drama,Michael Fassbender,Shame ,7.3,female frontal nudity|female nudity|male nudity|sex addict|sex addiction,,
3567,Matthew Vaughn,Crime|Drama|Thriller,Tom Hardy,Layer Cake ,7.4,cake|cocaine|drugs|pills|serbian,,
3568,Sterling Van Wagenen,Drama|Western,Emily Podleski,The Work and the Glory II: American Zion ,6.6,estrangement|missouri|mormon|mormon church|mormon temple,,
3569,Zal Batmanglij,Drama|Thriller,Alexander Skarsgård,The East ,6.9,anarchist|corporation|greedy institution|vomiting|watching television,,
3570,Michael Mayer,Drama|Romance,Robin Wright,A Home at the End of the World ,6.8,hand job|hugging|long hair|new york city|two men one woman,,
3571,Hans Petter Moland,Drama,Charlotte Rampling,Aberdeen ,7.3,death|ferry|lawyer|norway|vomiting,,
3572,Oren Moverman,Drama|Romance|War,Steve Buscemi,The Messenger ,7.2,captain|casualty notification|casualty notification team|sergeant|staff sergeant,,
3573,Ian Sharp,Action|Adventure|Drama|Western,Ray Winstone,Tracker ,6.5,one word title,,
3574,Anton Corbijn,Biography|Drama|Music,Sam Riley,Control ,7.7,band|employment agency|singer|stage fright|suicide,,
3575,James Cameron,Action|Sci-Fi,Michael Biehn,The Terminator ,8.1,cyborg|future war|robot|shootout in a police station|urban setting,,
3576,Wolfgang Becker,Drama|Romance,Florian Lukas,Good Bye Lenin! ,7.7,coma|east germany|german democratic republic|germany|heart attack,,
3577,Tom Hooper,Biography|Drama|Sport,Stephen Graham,The Damned United ,7.6,cup|derby county|flashback|football|leeds united,,
3578,Dan O'Bannon,Comedy|Horror|Sci-Fi,Linnea Quigley,The Return of the Living Dead ,7.3,crematorium|female frontal nudity|naked dead woman|paramedic|poison gas,,
3580,Kevin Smith,Comedy|Romance,Ethan Suplee,Mallrats ,7.2,comic|ex girlfriend|jay and silent bob|mall|teenager,,
3581,Randal Kleiser,Musical|Romance,Olivia Newton-John,Grease ,7.2,automobile racing|boyfriend girlfriend relationship|high school|wrestling|year 1959,,
3582,Oliver Stone,Drama|War,Johnny Depp,Platoon ,8.1,1960s|famous score|hero|vietnam|vietnam war,,
3583,Michael Moore,Documentary|Drama|War,Osama bin Laden,Fahrenheit 9/11 ,7.5,anti war|interview|iraq|paranoia|war on terrorism,,
3584,George Roy Hill,Biography|Crime|Drama|Western,Katharine Ross,Butch Cassidy and the Sundance Kid ,8.1,bolivia|gang|outlaw|posse|train,,
3585,Robert Stevenson,Comedy|Family|Fantasy|Musical,Ed Wynn,Mary Poppins ,7.8,banker|female protagonist|live action and animation|magic|nanny,,
3586,Robert Redford,Drama,Adam Baldwin,Ordinary People ,7.8,choir|death|friend|suicide|therapy,,
3587,Frank Coraci,Action|Adventure|Comedy,Jim Broadbent,Around the World in 80 Days ,5.8,19th century|around the world|inventor|martial arts|train,,
3588,Jerome Robbins,Crime|Drama|Musical|Romance|Thriller,Rita Moreno,West Side Story ,7.6,dance|gang|new york city|puerto rican|tragedy,,
3589,Harold Ramis,Comedy|Sport,Bill Murray,Caddyshack ,7.4,caddy|country club|golf course|gopher|nudity,,
3590,Gary Hardwick,Comedy|Drama,Julie Benz,The Brothers ,6.3,african american|commitment|friend|friendship|playboy,,
3591,Rick Famuyiwa,Comedy|Drama|Romance,Omar Epps,The Wood ,6.9,flashback|friendship|public nudity|shower|wedding,,
3592,Bryan Singer,Crime|Drama|Mystery|Thriller,Kevin Spacey,The Usual Suspects ,8.6,criminal|dirty cop|flashback|limping|suspect,,
3593,Stephen Hopkins,Fantasy|Horror|Romance|Thriller,Lisa Wilcox,A Nightmare on Elm Street 5: The Dream Child ,5.1,child|comic book|dream|murderer|nightmare,,
3594,Walt Becker,Comedy|Romance,Ryan Reynolds,Van Wilder: Party Liaison ,6.4,college|love|party|reporter|tuition,,
3595,Darren Aronofsky,Drama|Sport,Mark Margolis,The Wrestler ,7.9,heart attack|stripper|supermarket|wrestler|wrestling,,
3596,King Vidor,Drama|Romance|Western,Joseph Cotten,Duel in the Sun ,6.9,box office hit|half breed|infidelity|shooting|texas,,
3597,Christopher Guest,Comedy,John Michael Higgins,Best in Show ,7.5,dog show|gay|gay character|gay couple|gay interest,,
3598,John Carpenter,Action|Sci-Fi,Donald Pleasence,Escape from New York ,7.2,1990s|police|prison|rescue|year 1997,,
3599,Spike Lee,Comedy|Drama|Musical,Tisha Campbell-Martin,School Daze ,5.8,beauty salon|black college|college|fraternity|sorority,,
3600,Fred Savage,Comedy|Family,Lochlyn Munro,Daddy Day Camp ,2.9,competition|estranged father|skunk|summer camp|wall,,
3601,Sammo Kam-Bo Hung,Action|Comedy|Crime,Sammo Kam-Bo Hung,Mr. Nice Guy ,6.2,chef|cook|drugs|gang|reporter,,
3602,Christopher Guest,Comedy|Music,Michael McKean,A Mighty Wind ,7.3,concert|mockumentary|musician|new york city|singer,,
3603,Donald Petrie,Comedy|Drama|Romance,Julia Roberts,Mystic Pizza ,6.2,commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt,,
3605,Peter Howitt,Comedy|Drama|Fantasy|Romance,Jeanne Tripplehorn,Sliding Doors ,6.8,alternative reality|multiple outcomes|parallel time|serendipity|twist of fate,,
3606,Rusty Cundieff,Comedy|Horror|Thriller,Corbin Bernsen,Tales from the Hood ,6.1,child abuse|death|drugs|ku klux klan|police brutality,,
3607,Kevin Macdonald,Biography|Drama|History|Thriller,David Oyelowo,The Last King of Scotland ,7.7,1970s|assassination|doctor|scottish|ugandan,,
3608,Dominique Othenin-Girard,Horror|Thriller,Donald Pleasence,Halloween 5 ,5.2,cat|halloween|kitten|michael myers|psychotronic,,
3609,Richard Linklater,Comedy|Crime|Drama,Matthew McConaughey,Bernie ,6.8,funeral|stockbroker|texas|vacation|widow,,
3610,Jean-Jacques Mantello,Adventure|Documentary|Short,Charlotte Rampling,Dolphins and Whales 3D: Tribes of the Ocean ,6.5,3d in title|animal in title|digit in title|dolphin|manatee,,
3611,Ed Harris,Biography|Drama,John Heard,Pollock ,7.0,1940s|artist|drinking|life magazine|painter,,
3612,Risa Bramon Garcia,Comedy|Drama|Romance,Janeane Garofalo,200 Cigarettes ,5.9,bartender|friend|new year's eve|party|punk,,
3613,Brian Klugman,Drama|Mystery|Romance|Thriller,J.K. Simmons,The Words ,7.1,american in paris|book|love|novel|writer,,
3614,Matt Piedmont,Comedy|Western,Will Ferrell,Casa de mi Padre ,5.5,absurd humor|drug lord|mexico|ranch|spaghetti western,,
3615,Raymond De Felitta,Comedy|Drama,Ezra Miller,City Island ,7.4,anger|family reunion|father son reunion|hugging|movie making,,
3616,John Michael McDonagh,Comedy|Crime|Thriller,Don Cheadle,The Guard ,7.3,boat on fire|drug smuggling|fbi|fbi agent|small town,,
3617,Deb Hagan,Comedy,Drake Bell,College ,4.6,college|face slap|high school|loss of virginity|pierced nipple,,
3618,Sofia Coppola,Drama|Romance,Kirsten Dunst,The Virgin Suicides ,7.2,catholic|five sisters|isolation|school|suicide,,
3619,Mark Herman,Comedy|Drama|Music|Romance,Jim Broadbent,Little Voice ,7.0,mother|recluse|shy|singer|talent,,
3620,Zach Cregger,Comedy|Romance,Hugh M. Hefner,Miss March ,5.1,fellatio|hugh hefner|oral sex|playboy centerfold|topless female nudity,,
3621,Zach Braff,Comedy|Drama,Jim Parsons,Wish I Was Here ,6.7,actor|dream sequence|genius recluse|jew|religion,,
3622,Mark Tarlov,Comedy|Drama|Fantasy|Romance,Sarah Michelle Gellar,Simply Irresistible ,5.3,chef|female chef|love|magic|restaurant,,
